"id","Video Description","Video Create Time","Video Category Type","Video Duration","Video Width","Video Height","Video URL","Video Cover","Video View Count","Video Like Count","Video Comment Count","Video Share Count","Author ID","Author Nickname","Author Username","Author Avatar","Author Bio","Author Verified","Music ID","Music Title","Music Author","Music Cover","Music URL","Music Duration","Video Page URL"
"7640194849240632590","🥹 SZA understands us @SZA  @mia bloom 🪩 @Emily Payamps @hyan @__jukeboxx1 #sza #edit #rnb #music ","1778871523","101","23","720","1280","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c003-tx/oIQBpf7HDwsKB3EEQF1iA3ApbBAiIPk91VZGE0/?a=1988&bti=ODszNWYuMDE6&&bt=1397&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=aDY2O2c3NDQ2ODo1PGg0OUBpam9uaW85cnVwOzMzZzgzNEAwXjY1YDEyNTQxYy0wNF9eYSNoMzUwMmRzbTBhLS1kLy9zcw%3D%3D&expire=1779174039&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=82db07ff8c1c32bb3be678cff34dcdc9&tk=tt_chain_token&btag=e000b8000","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/ooApAf3vDDAqFAHEcHEb2IENBCSIgNegjxREzA~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=ChePFSz4bvc6kSauViORJTvGNeA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","75200","14800","41","184","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","7640195008993282829","original sound","SZA Global","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","https://v16m.tiktokcdn-us.com/7f7ae45a34b3d89358570fcf538b295d/6a09bbf7/video/tos/useast5/tos-useast5-v-27dcd7-tx/oMAHneG0LA1tDsdeAT7EECHo5L0QQkAeAUt6rI/?a=1233&bti=ODszNWYuMDE6&&bt=125&ft=GSDrKInz7Th8QY6GXq8Zmo&mime_type=audio_mpeg&rc=anduOmw5cndwOzMzZzU8NEBpanduOmw5cndwOzMzZzU8NEA1MGlzMmRrbTBhLS1kMS9zYSM1MGlzMmRrbTBhLS1kMS9zcw%3D%3D&vvpl=1&l=20260517070016E3EF330065BB4B949404&btag=e00070000","23","https://www.tiktok.com/@szaglobal/video/7640194849240632590"
"7639575122461986061","🙂‍↕️ when i hear this SZA song... @SZA #sza #thesummeriturnedpretty #tsitp #edit #music ","1778727224","101","12","720","1280","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c004-tx/oIwIBiw7IZ1Q5dCUEAFR2piBaAJMOBfpysAGxz/?a=1988&bti=ODszNWYuMDE6&&bt=809&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=aWlpZWZkaDk8aDg5OThkNkBpanBpcGw5cnNtOzMzZzczNEA0MWM2Yi8yNWMxLWNeLWMzYSMxZ2tgMmRzZS9hLS1kMS9zcw%3D%3D&expire=1779174028&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=8071f1fb2f4855fd6b798eb0153aaf25&tk=tt_chain_token&btag=e000b8000","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oQPFa5aacNg9E4kASUAU2ROBTiAAgBTiIEYAt~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=IsQzmWxyJ%2FXwg1GF%2FYSXzS1FqUc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","3076","327","15","10","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","7639575212882791181","original sound","SZA Global","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","https://v16m.tiktokcdn-us.com/8505dd83fdeb132f3776fba908aaf0f7/6a09bbec/video/tos/useast5/tos-useast5-v-27dcd7-tx/ocsJIkL5zGETO8Kt5nLaHTUDooFAfCiCMeeFFI/?a=1233&bti=ODszNWYuMDE6&&bt=125&ft=GSDrKInz7Th8QY6GXq8Zmo&mime_type=audio_mpeg&rc=OTc1OWk0NjdnNWc2aGZoO0Bpanl2OnA5cmhtOzMzZzU8NEBjXmBjXy4zXl4xYjZiMDZgYSMyMm1rMmRjZi9hLS1kMS9zcw%3D%3D&vvpl=1&l=20260517070016E3EF330065BB4B949404&btag=e000f0000","12","https://www.tiktok.com/@szaglobal/video/7639575122461986061"
"7639073124046130445","🤯 Kendrick sampled SZA's verse? @SZA @Kendrick Lamar #sza #kendricklamar #edit #rnb #music ","1778610351","101","22","720","1280","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c001-tx/osEVCSqA30ovWeBDBDIuSAiYTDQBQgfzicC19N/?a=1988&bti=ODszNWYuMDE6&&bt=1412&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=OzozPDY5Z2Y5Nmg1ZTNkN0Bpamw1eW05cmlxOzMzZzgzNEAxNS8tYDVhXjMxNTAvYTMuYSMtcF5rMmRjLi5hLS1kLy9zcw%3D%3D&expire=1779174038&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=aff2877d70455e62ead2abd128060078&tk=tt_chain_token&btag=e000b0000","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/ogAu2ReejUI7AkHsEiGDnFLuAKjBAAYEfgcAII~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=A5d9Ok2Xgq%2Fh8NNHVFneuOApl6s%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","370700","35800","67","220","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","7639073260436540173","original sound","SZA Global","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","https://v16m.tiktokcdn-us.com/f026d7bc634c1289b35934dc1df00c32/6a09bbf6/video/tos/useast5/tos-useast5-v-27dcd7-tx/oUNDhnhiA5EdAEOEYAi1BcABwHp4ABhMfbAKv3/?a=1233&bti=ODszNWYuMDE6&&bt=125&ft=GSDrKInz7Th8QY6GXq8Zmo&mime_type=audio_mpeg&rc=amdweHE5cmpxOzMzZzU8NEBpamdweHE5cmpxOzMzZzU8NEAwcl9nMmRzLi5hLS1kMS9zYSMwcl9nMmRzLi5hLS1kMS9zcw%3D%3D&vvpl=1&l=20260517070016E3EF330065BB4B949404&btag=e00070000","22","https://www.tiktok.com/@szaglobal/video/7639073124046130445"
"7638735808194792717","🤔 do you know these SZA songs? @SZA #sza #edit #rnb #music ","1778531810","101","28","720","1280","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/okfIjUSzBQEQIek6HARLStq8rfvABWgMArkCQH/?a=1988&bti=ODszNWYuMDE6&&bt=1285&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=Mzc4NDZnMzpnNzc1NzNkO0BpM255OW85cm82OzMzZzczNEAzNjExMmJiXl4xYl9jYGI2YSNmaTFrMmRjbi5hLS1kMS9zcw%3D%3D&expire=1779174044&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=b813a36fb265262b0c1233a16e40d0b9&tk=tt_chain_token&btag=e000b8000","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o4e92AA0UAHLrWxIEpWQAuM3IBAjfeAgQV8pkH~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=TToqJxqgpzv%2B3BuKsoXJ6rbnqhc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","9093","1470","19","23","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","313540822409564160","original sound","🖤","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/925c0313d17077cf4fd30b1eb1660cfc~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=5754e1b4&x-expires=1779174000&x-signature=vY93G%2BBKxzg8Gl5qMlrtiMa%2FeBc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","https://v16m.tiktokcdn-us.com/a4eb15f49215f2c8860d0713a012f18e/6a09bbee/video/tos/useast5/tos-useast5-ve-27dcd7c799-tx/oUQWYHjyEjUcBe6vPLEtY9F1EPkKOCGIEMNmAK/?a=1233&bti=ODszNWYuMDE6&&bt=125&ft=GSDrKInz7Th8QY6GXq8Zmo&mime_type=audio_mpeg&rc=NTllZDhpODo6Nmc0Nmc7N0BpM3g7eGxuMzp0dTMzPDU8M0AvYi02Ll5fNWAxMmI2YzJjYSNlYGkwX18zY2RfLS0uMTZzcw%3D%3D&vvpl=1&l=20260517070016E3EF330065BB4B949404&btag=e000b8000","14","https://www.tiktok.com/@szaglobal/video/7638735808194792717"
"7637973547549232398","😂🩷 ""self care..."" ft. SZA @Ashermalachi @SZA #sza #edit #rnb #music ","1778354321","101","18","720","1280","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/owTxKmAgSQ7MrPRnAIAoRigf8ARf0FOIeMiGfX/?a=1988&bti=ODszNWYuMDE6&&bt=1803&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=NjU8ZDY6aGY8ZTU7NTxkNUBpM3E8cHY5cjVyOjMzZzczNEAuYmNiMC0vXmExMWAvNWFhYSNlNmVeMmRjZHNhLS1kMS9zcw%3D%3D&expire=1779174034&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=0cba94fc84cafe1fe82452eb4dc0c0e8&tk=tt_chain_token&btag=e000b8000","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o87IfA0l4kAlhEQTHfFfHEAuTidAiYI0jADyIJ~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=qky7A%2FEgAMOOoNgE7G5SvpDAV9Q%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","6951","876","17","46","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","7286812124066646785","original sound",".","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cf2bfcc82a90cf3084305829d43daead~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=bd5f2a29&x-expires=1779174000&x-signature=pEZ%2BZ4eNEm1CSnz8x8wT1Xfa0g0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","https://v16m.tiktokcdn-us.com/02433a1d89d1db1c0b6a42e924ab8e64/6a09bbfb/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/owbFA6QAfKMoIADU9K6ehoLnCFAcPITfUbgEAD/?a=1233&bti=ODszNWYuMDE6&&bt=125&ft=GSDrKInz7Th8QY6GXq8Zmo&mime_type=audio_mpeg&rc=M3dvPGc6ZjR5bjMzODU8NEBpM3dvPGc6ZjR5bjMzODU8NEA0bmRscjRfXmNgLS1kMS1zYSM0bmRscjRfXmNgLS1kMS1zcw%3D%3D&vvpl=1&l=20260517070016E3EF330065BB4B949404&btag=e00078000","27","https://www.tiktok.com/@szaglobal/video/7637973547549232398"
"7637569620483853582","😂 SZA at the Met Gala @SZA @GQ France @@galafr #sza #metgala #edit #funny ","1778260266","101","15","720","1280","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c003-tx/oMVMGnyfeAF1AuGtJUueJKRA6LWTDfIQEIIgO0/?a=1988&bti=ODszNWYuMDE6&&bt=2277&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=Zzw7aTk3OTU5M2c6ZDVmZ0Bpajh0ZG05cmc0OjMzZzgzNEA1L2M0LjYzXzAxMDQuMzUxYSNiL3EuMmRrZnNhLS1kLy9zcw%3D%3D&expire=1779174031&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=39e17e1a7ae62520ba4b5e986877a9cf&tk=tt_chain_token&btag=e000b8000","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o8IAenpRmJDAVAG5aDQAHLIOJGGjVfASWeeJSI~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=K%2BmIaOe9k%2BiUCpRgVYZCjK2hGII%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","33500","5810","37","87","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","7637569649861364493","original sound","SZA Global","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","https://v16m.tiktokcdn-us.com/29505a3ff07762b4ed8c32f7eb9a8b09/6a09bbee/video/tos/useast5/tos-useast5-v-27dcd7-tx/o0hqkFDiToHQ6IA6f8EI0kCEMAWAn4ACfTfWMH/?a=1233&bti=ODszNWYuMDE6&&bt=125&ft=GSDrKInz7Th8QY6GXq8Zmo&mime_type=audio_mpeg&rc=ajk3cHY5cmg0OjMzZzU8NEBpajk3cHY5cmg0OjMzZzU8NEAyamReMmRrZnNhLS1kMS9zYSMyamReMmRrZnNhLS1kMS9zcw%3D%3D&vvpl=1&l=20260517070016E3EF330065BB4B949404&btag=e000f0000","14","https://www.tiktok.com/@szaglobal/video/7637569620483853582"
"7637272980271189262","🚨 🤩 SZA dropped again! @SZA @zaywop #sza #edit #rnb #music ","1778191195","101","14","720","1280","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/oQiu6ATthIAhMIRnfeLeOFAm2Fe8bIgNWIG7JR/?a=1988&bti=ODszNWYuMDE6&&bt=1291&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=Mzw8aGVlNjZmN2VnO2VoO0BpM3dmcHg5cnRqOjMzZzgzNEBfY2MxLV8tXzAxLS80Xi4yYSNlNjFtMmQ0anJhLS1kLy9zcw%3D%3D&expire=1779174030&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=750539c6f52fda5cc5a6c696ecef67ea&tk=tt_chain_token&btag=e000b8000","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oYL6twAeeAIzeaHaAGGn3qJ4FIOILRAxfhAQOY~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=dV%2FjKlx9vgbB2g3wJsK1PrphrpI%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","18000","3096","37","39","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","7637273070297762573","original sound","SZA Global","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","https://v16m.tiktokcdn-us.com/0c066d6fd12f65ab5f436d497625b42e/6a09bbee/video/tos/useast5/tos-useast5-v-27dcd7-tx/oIEfeJGeAFHOtLmQna0bbAIQAI86FhqIAA0hIe/?a=1233&bti=ODszNWYuMDE6&&bt=125&ft=GSDrKInz7Th8QY6GXq8Zmo&mime_type=audio_mpeg&rc=M3RqZHc5cnVqOjMzZzU8NEBpM3RqZHc5cnVqOjMzZzU8NEAtci8wMmRjanJhLS1kMS9zYSMtci8wMmRjanJhLS1kMS9zcw%3D%3D&vvpl=1&l=20260517070016E3EF330065BB4B949404&btag=e00070000","14","https://www.tiktok.com/@szaglobal/video/7637272980271189262"
"7636581649895017742","🤩💃 SZA explains her Met Gala oufit (2026) @GQ France @@galafr #sza #metgala #metgala2026 #edit ","1778030248","101","26","720","1280","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c001-tx/o4PfSIvEBGNsUBlTgifsAjQc6iv9HpDEczzRx6/?a=1988&bti=ODszNWYuMDE6&&bt=2317&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=O2llOjpmNGk0OjY6PDk1OUBpam11eW05cnE8OjMzZzczNEAxYzEtLS01Xl4xLWBgLy5fYSNtaDVrMmRzYHFhLS1kMS9zcw%3D%3D&expire=1779174042&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=6a5ce3b99bff7a7cf604eba83b0bf356&tk=tt_chain_token&btag=e000b8000","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/okV1jSYaTIkAIAHwLE9FfH0EQ5DAI3AneAf8TI~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=Gblsqa0MUrTwXE69vqeT%2B43oDk8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","312900","53700","172","1239","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","7338573348060481538","Saturn","SZA","https://p16-common.tiktokcdn-us.com/tos-alisg-v-2774/oEUXXAD6IGFEAGySf1KAI9AFnfvPruxf8v7mAf~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9584&t=4d5b0474&ps=933b5bde&shp=08d74b56&shcp=81f88b70&idc=useast5","https://sf16.tiktokcdn-us.com/obj/tos-alisg-ve-2774/oYA5PCB1k3HBwiZEldxBfOQtgIYXBzZM1izeio","60","https://www.tiktok.com/@szaglobal/video/7636581649895017742"
"7635934073260707085","visual representation of how much brain feels listening to this song 💔 #sza #emotional #sound #edit #sad ","1777879554","101","19","720","1280","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/ogrRBigwIJpQQPEhEB4rmSiCafq5SDfCwzADSn/?a=1988&bti=ODszNWYuMDE6&&bt=1117&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=aWU3O2c3OTtmZDhlaTQ5OUBpMzk0cGo5cm03OjMzZzczNEAxMF5eLS8wXzMxMmMvYC5gYSNpLmoxMmRzZnBhLS1kMS9zcw%3D%3D&expire=1779174035&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=10fda34398d29d13fdda711ceff8fdb5&tk=tt_chain_token&btag=e000b8000","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/ocjClFHGB1PffgeSgT0gAUk4zCIIQyhgDESNEA~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=%2B6zdm4iYgNw6%2BwG9U1AW%2BBb5xGo%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","38400","4885","36","255","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","7634382295650454286","original sound","Jshields","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d4cee1babebda0fb5fbf49814366f08a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=2a6b074c&x-expires=1779174000&x-signature=AvWfs4C6x7BN3G5n94U4%2BJU6tXk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","https://v16m.tiktokcdn-us.com/1ec23eade440ae4f1dbb4910dc33fbbe/6a09bbf1/video/tos/useast5/tos-useast5-v-27dcd7-tx/okIAlT8oTCYAcATujmIEHLIHyjGee5AVieoVJk/?a=1233&bti=ODszNWYuMDE6&&bt=125&ft=GSDrKInz7Th8QY6GXq8Zmo&mime_type=audio_mpeg&rc=M2k5ZHI5cmxmOjMzZzU8NEBpM2k5ZHI5cmxmOjMzZzU8NEBecnFwMmRrYG1hLS1kMS9zYSNecnFwMmRrYG1hLS1kMS9zcw%3D%3D&vvpl=1&l=20260517070016E3EF330065BB4B949404&btag=e000f0000","17","https://www.tiktok.com/@szaglobal/video/7635934073260707085"
"7635574825720843534","SZA DEFENDS Kai Cenat 🥹💚 #sza #kaicenat #edit ","1777795893","101","33","720","960","https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c003-tx/oUAAvHeIfA7oT9ckQRCWjOAjbTg5L1IfGgHgBu/?a=1988&bti=ODszNWYuMDE6&&bt=1696&ft=4KJMyMzm8Zmo0V~K1a4jVuk.dpWrKsd.&mime_type=video_mp4&rc=MzY1OTc8NWQ5O2ZkOjdnOkBpamVvNHI5cnFqOjMzZzczNEA1XjM0LTJjXmAxX2E1MV8wYSNvNDQvMmRrMm9hLS1kMS9zcw%3D%3D&expire=1779174049&l=20260517070016E3EF330065BB4B949404&ply_type=2&policy=2&signature=20123a49c8463f95cce5f4db6c777592&tk=tt_chain_token&btag=e00088000","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oMHEfAD9QADDyFR5p8ftMASEgEp3Cg0IAA0wEM~tplv-tiktokx-origin.image?dr=9636&x-expires=1779174000&x-signature=JXXWp3JclXWRijVmxZwn6MoOMz0%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","81100","7206","32","35","7306241055479989290","SZA Global","szaglobal","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66cdd1e8e20ad93c6f063ce8dd2a40ba~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9cb7430a&x-expires=1779174000&x-signature=hRK19ck6XsGqclWkT%2BZ5X2MvqUk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","Not Available","Not Available","7358220938171386630","saturn remix","let","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7612eb3a00e27718e8332cb8fb38cc4f~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=3c222a5b&x-expires=1779170400&x-signature=JE%2BH%2BoY9vFrnJDU6ZtauxVjeC4o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","https://v16m.tiktokcdn-us.com/670e5e3db4f8b5f63ef97ea1afc1756e/6a09bc1b/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/okAJDEQTEpmA7RUvEBdAeJFARH4NpBfa9LCgb4/?a=1233&bti=ODszNWYuMDE6&&bt=125&ft=GSDrKInz7Th8QY6GXq8Zmo&mime_type=audio_mpeg&rc=M3g6ZHg5cnh0cjMzNzU8M0BpM3g6ZHg5cnh0cjMzNzU8M0BwbzJuMmQ0YWJgLS1kMTZzYSNwbzJuMmQ0YWJgLS1kMTZzcw%3D%3D&vvpl=1&l=20260517070016E3EF330065BB4B949404&btag=e00050000","59","https://www.tiktok.com/@szaglobal/video/7635574825720843534"
