id,isrc,artist_type,cm_artist,artist_names,code2s,artist_images,artist_covers,spotify_track_ids,spotify_album_ids,spotify_duration_ms,itunes_track_ids,itunes_album_ids,storefronts,deezer_track_ids,deezer_album_ids,deezer_duration,amazon_track_ids,amazon_album_ids,album_ids,album_names,album_upc,album_label,release_dates,created_at,image_url,name,genre_smart_ordered,cm_track_cluster,cm_track,tags,modified_at,description,cm_statistics.cm_track,cm_statistics.de_playlist_total_reach,cm_statistics.num_am_editorial_playlists,cm_statistics.num_am_playlists,cm_statistics.num_az_editorial_playlists,cm_statistics.num_az_playlists,cm_statistics.num_de_editorial_playlists,cm_statistics.num_de_playlists,cm_statistics.num_sp_editorial_playlists,cm_statistics.num_sp_playlists,cm_statistics.num_tt_videos,cm_statistics.num_yt_editorial_playlists,cm_statistics.num_yt_playlists,cm_statistics.sp_playlist_total_reach,cm_statistics.sp_popularity,cm_statistics.sp_streams,cm_statistics.yt_playlist_total_reach,cm_audio_features.acousticness,cm_audio_features.danceability,cm_audio_features.energy,cm_audio_features.instrumentalness,cm_audio_features.key,cm_audio_features.liveness,cm_audio_features.loudness,cm_audio_features.mode,cm_audio_features.speechiness,cm_audio_features.tempo,cm_audio_features.valence,version_types.original,version_types.re_release,version_types.edit,version_types.remix,version_types.acoustic,version_types.alt_ver,version_types.physical_ver,version_types.cover,version_types.live,version_types.feat_or_collab,version_types.dub,version_types.remaster,version_types.bonus,version_types.arrangement,version_types.commentary,version_types.lofi,version_types.component,version_types.karaoke,version_types.compilation_rerelease,version_types.explicit,version_types.clean,version_types.other,preview_url,cm_track_cluster.cluster_id,cm_track_cluster.track_types
14290019,TCABW1406851,main,[4515],['SZA'],['US'],[None],[None],['3fdqtnqZ7Zax6CIeQWZWN6'],['2qCyMMQ785sPH4Yx25GQZ8'],245806.0,['852345984'],['852343474'],['US'],['76563093'],[7594233],245.0,"['B00JG1W7MI', 'B00JG0JQOG']","['B00JG1VSXW', 'B00JG0JHD6']",[1612145],['Z'],['859712300362'],['Top Dawg Entertainment'],['2014-04-08T00:00:00.000Z'],2026-05-08T12:06:28Z,https://i.scdn.co/image/e22e11d53f56f4fe96b1ae3b79ddb476b2f7a526,Shattered Ring,"[{'1': 501125}, {'2': 507555}, {'3': 510448}, {'4': 510423}, {'5': 510233}, {'6': 507687}, {'7': 510275}, {'8': 510362}, {'9': 510452}, {'10': 507779}, {'11': 507846}, {'12': 510304}, {'13': 510289}, {'14': 510175}]",,14290019,"r&b/soul, alternative r&b, indie r&b, indie electronica, deep pop r&b, indie soul, neo soul, chill r&b, experimental r&b, prog-rnb, trap soul, deep indie r&b, deep r&b, wrapped",,,14290019,,0.0,1.0,,,,,3.0,2105.0,90.0,,,453048.0,44.0,10598003.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
14290020,TCABW1406852,main,[4515],['SZA'],['US'],[None],[None],['2EToRpTwkuy7B0Hi74g7jF'],['2qCyMMQ785sPH4Yx25GQZ8'],263313.0,['852345986'],['852343474'],['US'],['76563094'],[7594233],263.0,['B00JG1W93A'],['B00JG1VSXW'],[1612145],['Z'],['859712300362'],['Top Dawg Entertainment'],['2014-04-08T00:00:00.000Z'],2026-05-08T12:39:00Z,https://i.scdn.co/image/e22e11d53f56f4fe96b1ae3b79ddb476b2f7a526,Omega,"[{'1': 501125}, {'2': 507555}, {'3': 510448}, {'4': 510423}, {'5': 510233}, {'6': 507687}, {'7': 501181}, {'8': 510362}, {'9': 510452}, {'10': 507779}, {'11': 507846}, {'12': 510304}, {'13': 510289}, {'14': 510175}]",,14290020,"r&b/soul, alternative r&b, indie r&b, indie electronica, deep pop r&b, indie soul, neo-soul, chill r&b, experimental r&b, prog-rnb, trap soul, deep indie r&b, deep r&b, wrapped",,,14290020,,,,,,,,3.0,2235.0,100.0,,,467944.0,44.0,10259134.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
14335159,TCACH1591424,featured,"[3948, 3768, 4515]","['Jay Rock', 'Kendrick Lamar', 'SZA']","['US', 'US', 'US']","[None, None, None]","[None, 'https://i.scdn.co/image/224a09b6da91299e7ae699256ac3faa41a701c2f', None]",['2iXm6lM5KNUHOGP5OQSeyA'],['1fsvlnonD95p6VTEdQ7zJn'],291812.0,['1031704252'],['1031704250'],['US'],['113454114'],[11751270],291.0,"['B015D2PFTA', 'B015D6RUV2', 'B015D8LZRA', 'B015D94ISC', 'B015D3OXP6', 'B015D65DRU']","['B015D2PCWU', 'B015D6RRO2', 'B015D8LWOG', 'B015D94G02', 'B015D3OSUQ', 'B015D2PCWU']",[1087482],['90059'],['859715405439'],['Top Dawg Entertainment'],['2015-09-11T00:00:00.000Z'],2026-05-08T09:37:33Z,https://i.scdn.co/image/58c75b3ebfb272eca88635e5f3f0c5a260bd228c,Easy Bake (feat. Kendrick Lamar & SZA),"[{'1': 501121}, {'2': 501271}, {'3': 507598}, {'4': 510340}, {'5': 510175}, {'6': 510257}, {'7': 510341}, {'8': 510329}, {'9': 510244}, {'10': 501164}, {'11': 507555}, {'12': 510481}, {'13': 510423}, {'14': 507689}]",,14335159,"hip-hop/rap, alternative hip-hop, conscious rap, beats, wrapped, psychedelic hip hop, conscious hip hop, dwn trap, viral rap, trap, alternative r&b, spiritual hip hop, indie electronica, industrial hip-hop",,,14335159,,9.0,10.0,8.0,8.0,,,2.0,4571.0,15.0,0.0,2.0,1341586.0,45.0,14069771.0,16090.0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
14388441,TCACR1649842,featured,"[206722, 4515]","['Isaiah Rashad', 'SZA']","['US', 'US']","[None, None]","[None, None]",['2eYY43d0V17SxOX0g7sBAD'],['6jjX8mGrsWtrpYpFhGMrg1'],423170.0,['1149507779'],['1149506748'],['US'],['797676552'],[117783362],423.0,"['B01LDJ7MX4', 'B01LDJ2US6']","['B01LDJ70QI', 'B01LDJ6CXU']",[673981],"[""The Sun's Tirade""]",['859718121367'],['Top Dawg Entertainment'],['2016-09-02T00:00:00.000Z'],2026-05-08T10:26:46Z,https://i.scdn.co/image/309080d78dbe9c0bc2a39d090e1e7d6195a1a577,Stuck in the Mud (feat. SZA),"[{'1': 510448}, {'2': 507598}, {'3': 507555}, {'4': 507687}, {'5': 501271}, {'6': 510233}, {'7': 501181}, {'8': 507779}, {'9': 501121}, {'10': 510340}, {'11': 510304}, {'12': 510297}, {'13': 510341}, {'14': 510452}, {'15': 510362}, {'16': 510347}, {'17': 501135}, {'18': 507846}, {'19': 510175}, {'20': 501125}]",,14388441,"indie r&b, conscious rap, alternative r&b, indie soul, alternative hip-hop, deep pop r&b, neo-soul, prog-rnb, hip-hop/rap, beats, deep indie r&b, chill groove, conscious hip hop, experimental r&b, chill r&b, chill abstract hip hop, psychedelic, trap soul, wrapped, r&b/soul",,,14388441,,1.0,9.0,,,,,0.0,12472.0,338.0,,,1527907.0,52.0,37474997.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
14399984,TCACU1631326,featured,"[48667, 106389, 4515]","['Ab-Soul', 'Punch', 'SZA']","['US', 'NO', 'US']","[None, None, None]","[None, None, None]",['0d96nN78fcIPxZKEm4WZxe'],['1CEeqK9sKrE7LzUHeT3bfP'],394568.0,['1182584219'],['1182583589'],['US'],,,,,,[1802432],['Do What Thou Wilt.'],['859718996217'],['Top Dawg Entertainment'],['2016-12-09T00:00:00.000Z'],2026-05-07T14:41:59Z,https://i.scdn.co/image/c37557afb39ba62045a483f17a4aaa85f7c4467a,Lonely Soul (feat. Punch) / / / The Law (Prelude) [feat. SZA],"[{'1': 501125}, {'2': 507555}, {'3': 510233}, {'4': 510448}, {'5': 501181}, {'6': 501271}, {'7': 507687}, {'8': 510175}, {'9': 507846}, {'10': 510304}, {'11': 507598}, {'12': 501121}, {'13': 510452}, {'14': 510289}, {'15': 510362}, {'16': 507779}, {'17': 510298}]",,14399984,"r&b/soul, alternative r&b, deep pop r&b, indie r&b, neo-soul, alternative hip-hop, indie soul, wrapped, trap soul, deep indie r&b, conscious rap, hip-hop/rap, experimental r&b, deep r&b, chill r&b, prog-rnb, hip-hop experimental",,,14399984,,,,,,,,0.0,1383.0,13.0,,,192767.0,32.0,8660996.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
15679325,USRC11702082,main,[4515],['SZA'],['US'],[None],[None],['0UQSyryW2vxE88AVFSZs3T'],['1hfSMy89JzdUmHjxDFXlZ1'],242213.0,['1272363126'],['1272363103'],['US'],['403115082'],[47534192],242.0,"['B074WLQ954', 'B074WJC2W8']","['B074WGP2DG', 'B074WGP2DG']","[295809, 13133316]","['Insecure: Music from the HBO Original Series, Season 2', 'Insecure (Music from the HBO Original Series), Season 2']","['886446601366', '886446601373']","['RCA Records Label', 'RCA Records Label']","['2017-09-08T00:00:00.000Z', '2017-09-08T00:00:00.000Z']",2026-05-08T20:28:21Z,https://i.scdn.co/image/93d72b18aae49bfb590d5ba763cda542b540c735,Quicksand,"[{'1': 507555}, {'2': 501125}, {'3': 510448}, {'4': 510233}, {'5': 507687}, {'6': 501181}, {'7': 510362}, {'8': 507779}, {'9': 507846}, {'10': 510289}, {'11': 510304}, {'12': 510452}, {'13': 510175}, {'14': 510297}, {'15': 510336}, {'16': 510340}, {'17': 510423}, {'18': 501135}]",,15679325,"alternative r&b, r&b/soul, indie r&b, deep pop r&b, indie soul, neo-soul, chill r&b, prog-rnb, trap soul, deep r&b, deep indie r&b, experimental r&b, wrapped, chill groove, therapy, beats, indie electronica, psychedelic",,,15679325,45.0,0.0,5.0,,,0.0,1.0,2.0,8286.0,1012.0,,,2517790.0,56.0,53517237.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
16211538,USCGJ1613674,main,[4515],['SZA'],['US'],[None],[None],['1cASSILLRdtOCj7FZAdqNt'],['3ZMrSkztazE9Yqvj6XmSVs'],182040.0,,,,['120906970'],[12624398],182.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T12:22:19Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Castles,[{'1': 501125}],,16211538,r&b/soul,,,16211538,,,,,,,,0.0,8.0,,,,860.0,,24707.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16211538.0,['original']
16211539,USCGJ1613676,main,[4515],['SZA'],['US'],[None],[None],['70le8nuzPO5k7pZgEzR3OL'],['3ZMrSkztazE9Yqvj6XmSVs'],218226.0,,,,['120906974'],[12624398],218.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T11:39:15Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Aftermath,[{'1': 501125}],,16211539,r&b/soul,,,16211539,,,,,,,,0.0,15.0,,,,1089.0,,18286.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
16211540,USCGJ1613678,main,[4515],['SZA'],['US'],[None],[None],['4N2AJH3ZsVnq0Cs7zI6uUM'],['3ZMrSkztazE9Yqvj6XmSVs'],197920.0,,,,['120906978'],[12624398],197.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T13:55:21Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Pray,[{'1': 501125}],,16211540,r&b/soul,,,16211540,,,,,,,,0.0,8.0,,,,462.0,,15469.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16211540.0,['original']
17408866,QMCCJ1400105,featured,"[206722, 4515]","['Isaiah Rashad', 'SZA']","['US', 'US']","[None, None]","[None, None]",['16Fz92MYDk4WczG8oKprll'],['1yr17OhNWR8BtJDOudh4iP'],199213.0,,,,,,,,,[1315646],"['Star Status ""The Move""']",['853920005705'],['River Park Media'],['2014-01-14T00:00:00.000Z'],2026-05-06T15:30:37Z,https://i.scdn.co/image/81ac270f957143411cc11aba5ceb880f436204da,Ronnie Drake (feat. SZA),"[{'1': 501367}, {'2': 501178}]",,17408866,"chill, dubstep",,,17408866,,,,,,,,0.0,3.0,,,,196.0,,38071972.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,17408866.0,['original']
17847480,QM5FT1700252,featured,"[2316, 4515, 572007]","['Rihanna', 'SZA', 'James Carter']","['BB', 'US', 'GB']","['https://i.scdn.co/image/ab6761610000e5ebcb565a8e684e3be458d329ac', None, None]","[None, None, None]","['1s0dzzFLZTbRGSJ2EL2ObD', '6X9ylxbHmD9JuN14kuYLfA']","['3GuMKdjrNX9xQK4nwkznp5', '7zykwEfm9F2A92KlO1RFVf']",157746.0,"['1445029932', '1320054433', '1319595617']","['1445029775', '1320053360', '1445029775']","['BB', 'US', 'US']",['435921412'],[52676622],157.0,"['B077VW43LF', 'B077V88BWV']","['B07856P7J1', 'B07856P7J1']",[3259697],['Consideration (Dance Remixes)'],['857591006320'],['Roc Nation / Rihanna'],['2017-12-08T00:00:00.000Z'],2026-05-08T13:57:13Z,https://api.deezer.com/album/52750172/image,Consideration - James Carter Remix,"[{'1': 501120}, {'2': 501146}, {'3': 501124}]",,17847480,"pop, dance, electronic",,,17847480,,,,,,,,0.0,888.0,,,,101644.0,25.0,2960164.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
17852142,QM5FT1700246,featured,"[2316, 4515, 93861]","['Rihanna', 'SZA', 'Will Clarke']","['BB', 'US', 'US']","['https://i.scdn.co/image/ab6761610000e5ebcb565a8e684e3be458d329ac', None, None]","[None, None, None]","['61B37Dgdngzs0et9QegDRT', '73a0etz8TVhjViZLH2qctQ']","['7zykwEfm9F2A92KlO1RFVf', '3GuMKdjrNX9xQK4nwkznp5']",224293.0,"['1445029940', '1319595618']","['1445029775', '1319595366']","['BZ', 'GR']",['435921422'],[52676622],224.0,['B077VSQXD5'],['B07856P7J1'],[3259697],['Consideration (Dance Remixes)'],['857591006320'],['Roc Nation / Rihanna'],['2017-12-08T00:00:00.000Z'],2026-05-08T10:40:33Z,https://api.deezer.com/album/52750172/image,Consideration - Will Clarke Remix,"[{'1': 501175}, {'2': 501120}, {'3': 501146}, {'4': 501124}]",,17852142,"house, pop, dance, electronic",,,17852142,,,,,,,,0.0,216.0,,,,36689.0,21.0,847800.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
17852302,QM5FT1700254,featured,"[2316, 4515, 568183]","['Rihanna', 'SZA', 'Mangal Suvarnan']","['BB', 'US', None]","['https://i.scdn.co/image/ab6761610000e5ebcb565a8e684e3be458d329ac', None, None]","[None, None, None]","['60oHIHVBzvvOF9zIKoRC2g', '6sDIx3jRwWrh7vHflBvhv1']","['7zykwEfm9F2A92KlO1RFVf', '3GuMKdjrNX9xQK4nwkznp5']",206333.0,"['1445029895', '1319595616', '1320054432']","['1445029775', '1445029775', '1445029775']","['PA', 'US', 'US']","['436466722', '435921402']","[52750172, 52676622]",206.0,['B077VTY534'],['B07856P7J1'],[3259697],['Consideration (Dance Remixes)'],['857591006320'],['Roc Nation / Rihanna'],['2017-12-08T00:00:00.000Z'],2026-05-08T09:25:53Z,https://api.deezer.com/album/52750172/image,Consideration - Mangal Suvarnan Remix,"[{'1': 501146}, {'2': 501124}, {'3': 501120}]",,17852302,"dance, electronic, pop",,,17852302,,0.0,1.0,,,,,0.0,615.0,,,,78451.0,27.0,3667390.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
17852315,QM5FT1700256,featured,"[2316, 4515, 1751]","['Rihanna', 'SZA', 'MK']","['BB', 'US', 'US']","['https://i.scdn.co/image/ab6761610000e5ebcb565a8e684e3be458d329ac', None, None]","[None, None, None]","['3smkHtVHVWKlg6Zaifc2Ow', '1WCoNRBRtAiNHblf5uTKdF']","['3GuMKdjrNX9xQK4nwkznp5', '7zykwEfm9F2A92KlO1RFVf']",235306.0,"['1320054129', '1319595612', '1445029795']","['1320053360', '1445029775', '1445029775']","['US', 'US', 'US']","['436466702', '435921382']","[52750172, 52676622]",235.0,"['B077VWHZ3K', 'B077V692MT']","['B07856P7J1', 'B07856P7J1']",[3259697],['Consideration (Dance Remixes)'],['857591006320'],['Roc Nation / Rihanna'],['2017-12-08T00:00:00.000Z'],2026-05-08T11:44:54Z,https://api.deezer.com/album/52750172/image,Consideration - MK Remix,"[{'1': 510380}, {'2': 510340}, {'3': 501872}, {'4': 507626}, {'5': 501146}, {'6': 510458}, {'7': 501124}, {'8': 510156}, {'9': 501175}, {'10': 507864}, {'11': 507816}, {'12': 510401}, {'13': 510146}, {'14': 507852}, {'15': 510209}, {'16': 501431}, {'17': 501815}]",,17852315,"pop house, beats, electropop, electro house, dance, club, electronic, future house, house, vocal house, soulful house, deep groove house, chill out, tropical house, progressive electro house, deep house, tech house",,,17852315,18875.0,3.0,6.0,,,0.0,1.0,0.0,1304.0,,,,171584.0,30.0,7634267.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
17853355,QM5FT1700248,featured,"[2316, 4515, 2317]","['Rihanna', 'SZA', 'Dirty South']","['BB', 'US', 'US']","['https://i.scdn.co/image/ab6761610000e5ebcb565a8e684e3be458d329ac', None, None]","[None, None, None]","['3YaOI8GKlwFLeCuIS5YxWP', '3zn6r8zqyZBuiOa7PrAtPm']","['7zykwEfm9F2A92KlO1RFVf', '3GuMKdjrNX9xQK4nwkznp5']",217840.0,"['1319595615', '1445029881']","['1319595366', '1445029775']","['ES', 'TT']",['435921392'],[52676622],217.0,"['B077VTSMDT', 'B077VF3L68']","['B07856P7J1', 'B077VK39G3']",[3259697],['Consideration (Dance Remixes)'],['857591006320'],['Roc Nation / Rihanna'],['2017-12-08T00:00:00.000Z'],2026-05-08T13:40:14Z,https://api.deezer.com/album/52750172/image,Consideration - Dirty South Remix,"[{'1': 501146}, {'2': 501124}, {'3': 501175}, {'4': 501120}, {'5': 501122}]",,17853355,"dance, electronic, house, pop, rock",,,17853355,,,,,,,,0.0,127.0,,,,10715.0,18.0,344612.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
17853423,QM5FT1700250,featured,"[2316, 4515, 109117]","['Rihanna', 'SZA', 'Stafford Brothers']","['BB', 'US', 'AU']","['https://i.scdn.co/image/ab6761610000e5ebcb565a8e684e3be458d329ac', None, None]","[None, None, None]","['3nXljZFHOuvlgqPzclKDyH', '0aZRJft0nPqZERoXrQHDeW']","['3GuMKdjrNX9xQK4nwkznp5', '7zykwEfm9F2A92KlO1RFVf']",203573.0,"['1445029962', '1319595620']","['1445029775', '1319595366']","['BZ', 'PG']",['435921432'],[52676622],203.0,['B077VVSZRY'],['B07856P7J1'],[3259697],['Consideration (Dance Remixes)'],['857591006320'],['Roc Nation / Rihanna'],['2017-12-08T00:00:00.000Z'],2026-05-08T12:51:52Z,https://api.deezer.com/album/52750172/image,Consideration - Stafford Brothers Remix,"[{'1': 501146}, {'2': 501120}, {'3': 501124}]",,17853423,"dance, pop, electronic",,,17853423,,,,,,,,0.0,122.0,,,,15322.0,19.0,639473.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
